n 1024 2048 4096
2	1.15075	4.71324	18.5411
4	0.663461	2.57633	10.3689
6	0.484549	1.81479	7.20766
8	0.365728	1.41035	5.50409
10	0.295153	1.14668	4.39115
12	0.26523	1.01589	3.81091
